Province,City,Year,Month,PMTen
Gyeongsangnam-do,Changwon,2013,3,65
Gyeongsangnam-do,Changwon,2013,4,49
Gyeongsangnam-do,Changwon,2013,5,61
Gyeongsangnam-do,Changwon,2013,6,45
Gyeongsangnam-do,Changwon,2013,7,34
Gyeongsangnam-do,Changwon,2013,8,43
Gyeongsangnam-do,Changwon,2013,9,34
Gyeongsangnam-do,Changwon,2013,10,41
Gyeongsangnam-do,Changwon,2013,11,49
Gyeongsangnam-do,Changwon,2013,12,53
Gyeongsangnam-do,Changwon,2014,1,67
Gyeongsangnam-do,Changwon,2014,2,52
Gyeongsangnam-do,Changwon,2014,3,53
Gyeongsangnam-do,Changwon,2014,4,54
Gyeongsangnam-do,Changwon,2014,5,69
Gyeongsangnam-do,Changwon,2014,6,49
Gyeongsangnam-do,Changwon,2014,7,40
Gyeongsangnam-do,Changwon,2014,8,29
Gyeongsangnam-do,Changwon,2014,9,37
Gyeongsangnam-do,Changwon,2014,10,43
Gyeongsangnam-do,Changwon,2014,11,50
Gyeongsangnam-do,Changwon,2014,12,44
Gyeongsangnam-do,Changwon,2015,1,47
Gyeongsangnam-do,Changwon,2015,2,63
Gyeongsangnam-do,Changwon,2015,3,56
Gyeongsangnam-do,Changwon,2015,4,47
Gyeongsangnam-do,Changwon,2015,5,51
Gyeongsangnam-do,Changwon,2015,6,50
Gyeongsangnam-do,Changwon,2015,7,38*
Gyeongsangnam-do,Changwon,2015,8,39
Gyeongsangnam-do,Changwon,2015,9,31
Gyeongsangnam-do,Changwon,2015,10,46*
Gyeongsangnam-do,Changwon,2015,11,36
Gyeongsangnam-do,Changwon,2015,12,44
Gyeongsangnam-do,Changwon,2016,1,45
Gyeongsangnam-do,Changwon,2016,2,47
Gyeongsangnam-do,Changwon,2016,3,53
Gyeongsangnam-do,Changwon,2016,4,61
Gyeongsangnam-do,Changwon,2016,5,55
Gyeongsangnam-do,Changwon,2016,6,44
Gyeongsangnam-do,Changwon,2016,7,34
Gyeongsangnam-do,Changwon,2016,8,38
Gyeongsangnam-do,Changwon,2016,9,38
Gyeongsangnam-do,Changwon,2016,10,41
Gyeongsangnam-do,Changwon,2016,11,52
Gyeongsangnam-do,Changwon,2016,12,46
Gyeongsangnam-do,Changwon,2017,1,47
Gyeongsangnam-do,Changwon,2017,2,43
Gyeongsangnam-do,Changwon,2017,3,51
Gyeongsangnam-do,Changwon,2017,4,54
Gyeongsangnam-do,Changwon,2017,5,57
Gyeongsangnam-do,Changwon,2017,6,46
Gyeongsangnam-do,Changwon,2017,7,41
Gyeongsangnam-do,Changwon,2017,8,33
Gyeongsangnam-do,Changwon,2017,9,39
Gyeongsangnam-do,Changwon,2017,10,34
Gyeongsangnam-do,Changwon,2017,11,50
Gyeongsangnam-do,Changwon,2017,12,46
Gyeongsangnam-do,Changwon,2018,1,46
Gyeongsangnam-do,Changwon,2018,2,51
Gyeongsangnam-do,Changwon,2018,3,44
Gyeongsangnam-do,Changwon,2018,4,63
Gyeongsangnam-do,Changwon,2018,5,43
Gyeongsangnam-do,Changwon,2018,6,42
Gyeongsangnam-do,Changwon,2018,7,36
Gyeongsangnam-do,Changwon,2018,8,30
Gyeongsangnam-do,Changwon,2018,9,32
Gyeongsangnam-do,Changwon,2018,10,40
Gyeongsangnam-do,Changwon,2018,11,57
Gyeongsangnam-do,Changwon,2018,12,48
Gyeongsangnam-do,Changwon,2019,1,53
Gyeongsangnam-do,Changwon,2019,2,53
Gyeongsangnam-do,Changwon,2019,3,51
Gyeongsangnam-do,Changwon,2019,4,42
Gyeongsangnam-do,Changwon,2019,5,49
Gyeongsangnam-do,Changwon,2019,6,37
Gyeongsangnam-do,Changwon,2019,7,30
Gyeongsangnam-do,Changwon,2019,8,34
Gyeongsangnam-do,Changwon,2019,9,29
Gyeongsangnam-do,Changwon,2019,10,32
Gyeongsangnam-do,Changwon,2019,11,38
Gyeongsangnam-do,Changwon,2019,12,34
Gyeongsangnam-do,Changwon,2020,1,29
Gyeongsangnam-do,Changwon,2020,2,31
Gyeongsangnam-do,Changwon,2020,3,30
Gyeongsangnam-do,Changwon,2020,4,33
Gyeongsangnam-do,Changwon,2020,5,31
Jeju-do,Jeju,2011,1,29
Jeju-do,Jeju,2011,2,52
Jeju-do,Jeju,2011,3,48
Jeju-do,Jeju,2011,4,50
Jeju-do,Jeju,2011,5,76
Jeju-do,Jeju,2011,6,43
Jeju-do,Jeju,2011,7,28
Jeju-do,Jeju,2011,8,29
Jeju-do,Jeju,2011,9,26
Jeju-do,Jeju,2011,10,40
Jeju-do,Jeju,2011,11,36
Jeju-do,Jeju,2011,12,36
Jeju-do,Jeju,2012,1,47
Jeju-do,Jeju,2012,2,39
Jeju-do,Jeju,2012,3,45
Jeju-do,Jeju,2012,4,41
Jeju-do,Jeju,2012,5,51
Jeju-do,Jeju,2012,6,23
Jeju-do,Jeju,2012,7,21
Jeju-do,Jeju,2012,8,19
Jeju-do,Jeju,2012,9,31
Jeju-do,Jeju,2012,10,37
Jeju-do,Jeju,2012,11,44
Jeju-do,Jeju,2012,12,26
Jeju-do,Jeju,2013,1,44
Jeju-do,Jeju,2013,2,37
Jeju-do,Jeju,2013,3,56
Jeju-do,Jeju,2013,4,46
Jeju-do,Jeju,2013,5,58
Jeju-do,Jeju,2013,6,36
Jeju-do,Jeju,2013,7,30
Jeju-do,Jeju,2013,8,31
Jeju-do,Jeju,2013,9,34
Jeju-do,Jeju,2013,10,39
Jeju-do,Jeju,2013,11,50
Jeju-do,Jeju,2013,12,45
Jeju-do,Jeju,2014,1,56
Jeju-do,Jeju,2014,2,48
Jeju-do,Jeju,2014,3,57
Jeju-do,Jeju,2014,4,51
Jeju-do,Jeju,2014,5,81
Jeju-do,Jeju,2014,6,54
Jeju-do,Jeju,2014,7,41
Jeju-do,Jeju,2014,8,35
Jeju-do,Jeju,2014,9,34
Jeju-do,Jeju,2014,10,38
Jeju-do,Jeju,2014,11,40
Jeju-do,Jeju,2014,12,49*
Jeju-do,Jeju,2015,1,51
Jeju-do,Jeju,2015,2,63
Jeju-do,Jeju,2015,3,62
Jeju-do,Jeju,2015,4,48
Jeju-do,Jeju,2015,5,42
Jeju-do,Jeju,2015,6,41
Jeju-do,Jeju,2015,7,36
Jeju-do,Jeju,2015,8,39
Jeju-do,Jeju,2015,9,33
Jeju-do,Jeju,2015,10,51
Jeju-do,Jeju,2015,11,41*
Jeju-do,Jeju,2015,12,42
Jeju-do,Jeju,2016,1,45
Jeju-do,Jeju,2016,2,53
Jeju-do,Jeju,2016,3,53
Jeju-do,Jeju,2016,4,61
Jeju-do,Jeju,2016,5,56
Jeju-do,Jeju,2016,6,38
Jeju-do,Jeju,2016,7,29
Jeju-do,Jeju,2016,8,31
Jeju-do,Jeju,2016,9,36
Jeju-do,Jeju,2016,10,42
Jeju-do,Jeju,2016,11,43
Jeju-do,Jeju,2016,12,38
Jeju-do,Jeju,2017,1,37
Jeju-do,Jeju,2017,2,39
Jeju-do,Jeju,2017,3,47
Jeju-do,Jeju,2017,4,59
Jeju-do,Jeju,2017,5,50
Jeju-do,Jeju,2017,6,40
Jeju-do,Jeju,2017,7,31
Jeju-do,Jeju,2017,8,30**
Jeju-do,Jeju,2017,9,36*
Jeju-do,Jeju,2017,10,30
Jeju-do,Jeju,2017,11,45
Jeju-do,Jeju,2017,12,37
Jeju-do,Jeju,2018,1,35
Jeju-do,Jeju,2018,2,43
Jeju-do,Jeju,2018,3,43
Jeju-do,Jeju,2018,4,56
Jeju-do,Jeju,2018,5,38
Jeju-do,Jeju,2018,6,35
Jeju-do,Jeju,2018,7,25
Jeju-do,Jeju,2018,8,24
Jeju-do,Jeju,2018,9,27
Jeju-do,Jeju,2018,10,31
Jeju-do,Jeju,2018,11,42
Jeju-do,Jeju,2018,12,33
Jeju-do,Jeju,2019,1,39
Jeju-do,Jeju,2019,2,46
Jeju-do,Jeju,2019,3,56
Jeju-do,Jeju,2019,4,43
Jeju-do,Jeju,2019,5,47
Jeju-do,Jeju,2019,6,34
Jeju-do,Jeju,2019,7,27
Jeju-do,Jeju,2019,8,30
Jeju-do,Jeju,2019,9,28
Jeju-do,Jeju,2019,10,34
Jeju-do,Jeju,2019,11,44
Jeju-do,Jeju,2019,12,33
Jeju-do,Jeju,2020,1,35
Jeju-do,Jeju,2020,2,38
Jeju-do,Jeju,2020,3,39
Jeju-do,Jeju,2020,4,44
Jeju-do,Jeju,2020,5,38
